ObjectId,agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,Hours_Monday,ByAppointmentOnly_Monday,ResidentsOnly_Monday,Notes_Monday,Reqs_Monday,Hours_Tuesday,ByAppointmentOnly_Tuesday,ResidentsOnly_Tuesday,Notes_Tuesday,Reqs_Tuesday,Hours_Wednesday,ByAppointmentOnly_Wednesday,ResidentsOnly_Wednesday,Notes_Wednesday,Reqs_Wednesday,Hours_Thursday,ByAppointmentOnly_Thursday,ResidentsOnly_Thursday,Notes_Thursday,Reqs_Thursday,Hours_Friday,ByAppointmentOnly_Friday,ResidentsOnly_Friday,Notes_Friday,Reqs_Friday,Hours_Saturday,ByAppointmentOnly_Saturday,ResidentsOnly_Saturday,Notes_Saturday,Reqs_Saturday,Hours_Sunday,ByAppointmentOnly_Sunday,ResidentsOnly_Sunday,Notes_Sunday,Reqs_Sunday,TEFAP_Auto_Eligible,TEFAP_Income_Levels
331,22202-PART-01,First SDA Church,810 Shepherd ST NW,,Washington,DC,DC Ward 4,20011,(202) 997-9663,discipline820@aol.com,TEFAP Available,38.939568,-77.023605,2026-04-15 00:00:00,,,,,,,,,,,1:00 PM to 4:00 PM; Every Other Week (Note: Some items are for DC residents only),No,No, (Note: Some items are for DC residents only), ,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
332,223410-MOMK-01,Soldiers' Angels,"3837 Harewood Rd NE,",,Washington,DC,DC Ward 5,20017,(210) 629-0020,smccall@soldiersangels.org,Non-TEFAP,38.9324891,-77.0012259,2026-04-28 00:00:00,,,,,,11:00 AM to 1:00 PM; 4th of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
333,19062-PART-01,Saint Benedict The Moor,320 21st Street NE,,Washington,DC,DC Ward 7,20002,(240) 210-6484,ghbrwneyes@gmail.com,TEFAP Available,38.894234,-76.97546,2026-04-15 00:00:00,9:30 AM to 12:00 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
334,19519-PART-01,River of Life Redeemed Christian Church of God,5617 54th Ave.,,Riverdale,MD,MD Prince George's County,20737,(240) 244-5650,lillianw6211@yahoo.com,Non-TEFAP,38.959032,-76.922662,2026-03-31 00:00:00,,,,,,,,,,,4:30 PM to Until Food Runs Out; Every Other Week,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
335,19462-PART-01,Grace of God Ministry,3950 48th Street,,Bladensburg,MD,MD Prince George's County,20710,(240) 274-2829,ajcaldwell@msn.com,Non-TEFAP,38.938041,-76.936435,2026-03-18 00:00:00,,,,,,,,,,,,,,,,"3:00 PM to 6:00 PM; 3rd of the Month (Note: August 2025 distribution is August 21, 2025.)",No,No," (Note: August 2025 distribution is August 21, 2025.)", ,,,,,,,,,,,,,,,,N/A,N/A
336,14830-PART-01,Faith United Ministries Outreach,7905 Fernham Lane,,District Heights,MD,MD Prince George's County,20747,(240) 299-3992,faithunited7905@yahoo.com,Non-TEFAP,38.846342,-76.868529,2026-04-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"8:00 AM to 4:00 PM; Every Other Week (Note: any and every one can come and pick up
packed boxed meals with contents of 
breakfast, lunch, dinner and snacks.
beverages also.)",No,No," (Note: any and every one can come and pick up
packed boxed meals with contents of 
breakfast, lunch, dinner and snacks.
beverages also.)", ,,,,,,N/A,N/A
337,19280-PART-01,Galilee Community Development Corporation,4444 Branch Avenue,,Temple Hills,MD,MD Prince George's County,20748,(240) 312-2850,svcasherrod@aol.com,Non-TEFAP,38.861268,-76.933466,2026-03-30 00:00:00,,,,,,12:00 PM to 2:30 PM; Every week,Yes,No,, ,As Needed to As Needed; 2nd of the Month,Yes,No,, ,12:00 PM to 2:30 PM; Every week,Yes,No,, ,,,,,,,,,,,,,,,,N/A,N/A
338,22693-MOMK-01,Rockville Senior Center,1150 Carnation Drive,,Rockville,MD,MD Montgomery County,20850,(240) 314-8800,adangelo@rockvillemd.gov,Non-TEFAP,39.10035,-77.176719,2026-04-23 00:00:00,,,,,,,,,,,,,,,,2:00 PM to 4:00 PM; 4th of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
339,16566-PART-01,Ebenezer COG Community Outreach Ministries,7550 Buchanan St.,,Hyattsville,MD,MD Prince George's County,20784,(240) 338-6065,dasft@yahoo.com,TEFAP Available,38.948887,-76.885602,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; Every week,No,No,, ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
340,19714-PART-01,Cornerstone Peaceful Bible Baptist Church,9010 Frank Tippett Road,,Upper Marlboro,MD,MD Prince George's County,20772,(240) 346-4169,janaclese@comcast.net,TEFAP Available,38.766125,-76.828754,2026-03-27 00:00:00,,,,,,,,,,,4:30 PM to 6:30 PM; 2nd of the Month,No,No,, ,,,,,,,,,,,"9:00 AM to Until Food Runs Out; 2nd of the Month (Note: may close prior to 3pm if all food has been distributed, and no more available.)",No,No," (Note: may close prior to 3pm if all food has been distributed, and no more available.)", ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
341,19634-PART-01,This Generation Ministries,9470 Annapolis Rd,Suite 407,Lanham,MD,MD Prince George's County,20706,(240) 374-2901,nkyenwerem@yahoo.com,Non-TEFAP,38.965245,-76.840935,2026-03-25 00:00:00,,,,,,,,,,,1:30 PM to 3:00 PM; Every week (Note: None),No,No, (Note: None), ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
342,19836-PART-01,Jamil-UL Jalil,10845 Lanham Severn Road,,Glenn Dale,MD,MD Prince George's County,20769,(240) 381-1143,Jalil1@comcast.net,TEFAP Available,38.985921,-76.821068,2026-04-02 00:00:00,,,,,,,,,,,,,,,,,,,,,"9:00 AM to 11:00 AM; 3rd of the Month (Note: Our distribution is every third week of the month, Starting 9:3am till 11:30am, then from 2:00pm till 4:30pm becaus of prayer time.)
1:00 PM to 4:00 PM; 3rd of the Month",No,No," (Note: Our distribution is every third week of the month, Starting 9:3am till 11:30am, then from 2:00pm till 4:30pm becaus of prayer time.)
"," 
 ",,,,,,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
343,19402-PART-01,St. Stephen's UMC,9203 Braddock Rd,,Burke,VA,VA Fairfax County,22015,(240) 381-1307,c.michael.keppler@gmail.com,Non-TEFAP,38.809821,-77.262819,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,4:00 PM to 6:00 PM; 1st of the Month (Note: Distribution of fresh vegetables sorted and packaged into family offerings),No,No, (Note: Distribution of fresh vegetables sorted and packaged into family offerings), ,"7:00 AM to 9:00 AM; 4th of the Month (Note: Perishable/Non-perishable food, bread, diapers, household goods)",No,No," (Note: Perishable/Non-perishable food, bread, diapers, household goods)", ,,,,,,N/A,N/A
344,14305-PART-01,Thrive DC,1525 Newton Street NW,,Washington,DC,DC Ward 1,20010,(240) 392-9763,info@thrivedc.org,TEFAP Available,38.933487,-77.03575,2026-04-13 00:00:00,,,,,,,,,,,,,,,,"8:00 AM to 10:00 AM; 2nd and 4th of the Month (Note: To get an appointment, please email Pantry@Thrivedc.org. A confirmation will be sent to you.)",Yes,No," (Note: To get an appointment, please email Pantry@Thrivedc.org. A confirmation will be sent to you.)", ,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
345,19341-PART-01,Clothing of Power Eternal Church,25 Quire Ave,,Capitol Heights,MD,MD Prince George's County,20743,(240) 398-1681,obiemaryyyy@hotmail.com,Non-TEFAP,38.886327,-76.912091,2026-04-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; 4th of the Month (Note: Extra distribution because of Government shut down.),No,No, (Note: Extra distribution because of Government shut down.), ,,,,,,N/A,N/A
346,19024-PART-02,Community Support Systems Inc BADEN,13500 Baden Westwood Road,,Brandywine,MD,MD Prince George's County,20613,(240) 408-1487,ethel@communitysupportsystems.org,Non-TEFAP,38.660434,-76.772339,2026-04-09 00:00:00,,,,,,10:00 AM to 12:00 PM; Every week (Note: Food Pantry participants must reside in District 9 of Prince Georges County.),No,No, (Note: Food Pantry participants must reside in District 9 of Prince Georges County.), ,,,,,,,,,,,9:30 AM to 11:00 AM; Every week (Note: Food Pantry participants must reside in District 9 of Prince Georges County.),No,No, (Note: Food Pantry participants must reside in District 9 of Prince Georges County.), ,,,,,,,,,,,N/A,N/A
347,19844-PART-01,Lifehouse Church,12304 Baltimore Avenue,,Beltsville,MD,MD Prince George's County,20705,(240) 419-8613,bournehiza@gmail.com,TEFAP Available,39.059614,-76.888974,1970-01-01 00:00:46,12:00 PM to 4:00 PM; 2nd of the Month (Note: Income and zip codes are used to qualify TEFAP participants. There are no requirements for non-TEFAP participants.),No,No, (Note: Income and zip codes are used to qualify TEFAP participants. There are no requirements for non-TEFAP participants.), ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
348,19508-PART-01,Educare Support Services,7517 New Hampshire Avenue,,TAKOMA PARK,MD,MD Montgomery County,20912,(240) 450-2092,info@educaremd.org,TEFAP Available,38.98515,-76.986193,2026-04-13 00:00:00,10:00 AM to 1:30 PM; Every week,Yes,No,, ,10:00 AM to 1:30 PM; Every week,Yes,No,, ,10:00 AM to 2:00 PM; Every week,Yes,No,, ,As Needed to As Needed; Every week,Yes,No,, ,As Needed to As Needed; Every Other Week,Yes,No,, ,10:00 AM to 1:00 PM; 1st of the Month (Note: 3rd and 4th Saturdays - Offsite Deliveries Only),No,No, (Note: 3rd and 4th Saturdays - Offsite Deliveries Only), ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
349,19105-PART-01,Divine Grace Mission,4208 Glenn Dale Rd,,Bowie,MD,MD Prince George's County,20720,(240) 460-0842,nkechi1956@yahoo.com,Non-TEFAP,38.947364,-76.803527,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:30 AM to 2:00 PM; 1st and 3rd of the Month,No,No,, ,,,,,,N/A,N/A
350,19799-PART-01,Iglesia Evangelica Cristo Promesa Fiel,17017 Georgia Avenue,,Olney,MD,MD Montgomery County,20832,(240) 461-5059,info@cristopromesafiel.org,Non-TEFAP,39.13535,-77.068698,2026-04-08 00:00:00,,,,,,5:00 PM to 8:00 PM; Every week,Yes,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
351,19770-PART-01,Apostolic Church Glorious Vision,3004 Enterprise Road,,Bowie,MD,MD Prince George's County,20721,(240) 463-0150,porejimi@usa.net,Non-TEFAP,38.931601,-76.806475,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"2:00 PM to 6:00 PM; 2nd of the Month (Note: All registered beneficiaries receives text message with date, time and address to come for pickup.)",No,No," (Note: All registered beneficiaries receives text message with date, time and address to come for pickup.)", ,,,,,,N/A,N/A
352,19731-PART-01,"Ark of Grace Mission, Inc",3311 Brightseat Road,,Lanham,MD,MD Prince George's County,20706,(240) 467-1389,pchims@juno.com,Non-TEFAP,38.929917,-76.859244,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,12:00 PM to 4:00 PM; Every Other Week,No,No,, ,,,,,,,,,,,N/A,N/A
353,21947-PART-01,Celestial Church of Christ,1880 Adams Street NE,,Washington,DC,DC Ward 5,20018,(240) 467-8399,enlarant@gmail.com,Non-TEFAP,38.920487,-76.97754,2026-03-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:00 PM to 2:00 PM; Last of the Month (Note: Please come with your bags.),No,No, (Note: Please come with your bags.), ,,,,,,N/A,N/A
354,19624-PART-01,Calvary Pentecostal Ministries,7910 Cessna Avenue,,Gaithersburg,MD,MD Montgomery County,20879,(240) 477-4934,westaylorjr@gmail.com,Non-TEFAP,39.1719646,-77.1630928,1970-01-01 00:00:46,,,,,,7:00 PM to 8:30 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
355,15610-PART-01,Food For All,1810 16th St NW,,Washington,DC,DC Ward 2,20009,(240) 505-4607,peter@foodforalldc.org,TEFAP Available,38.914348,-77.036882,2026-04-15 00:00:00,,,,,,,,,,,,,,,,"8:00 AM to 11:30 AM; Every week
8:00 AM to 2:00 PM; Every week",Yes,"No
Yes","
"," 
 ","7:30 AM to 12:00 PM; Every week
9:00 AM to 12:00 PM; Every week",Yes,Yes,"
"," 
 ",8:00 AM to 12:00 PM; Every week,Yes,Yes,, ,,,,,,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg
356,19048-PART-01,Shabach Emergency Empowerment Center,403 Brightseat Rd,,Landover,MD,MD Prince George's County,20785,(240) 532-7003,gpope@fbcglenarden.org,TEFAP Available,38.894896,-76.850083,2026-03-24 00:00:00,9:00 AM to 3:00 PM; Every week,Yes,No,, ,9:00 AM to 3:00 PM; Every week,Yes,No,, ,9:00 AM to 3:00 PM; Every week,Yes,No,, ,9:00 AM to 3:00 PM; Every week,No,No,, ,9:00 AM to 3:00 PM; Every week,Yes,No,, ,9:30 AM to 2:30 PM; 3rd of the Month (Note: evite to junior and high schools),No,No, (Note: evite to junior and high schools), ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
357,19617-PART-01,"Zion Church, Inc.",8829 Greenbelt Rd,,Greenbelt,MD,MD Prince George's County,20770,(240) 539-3035,kwhitehead@zionchurch.org,Non-TEFAP,38.989202,-76.853159,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"8:00 AM to 12:00 PM; 3rd of the Month (Note: Clients can schedule their home deliveries via email zionacts@zionchurch.org. They will need to leave their information, and someone will contact them to be added to our monthly distribution list.)",Yes,No," (Note: Clients can schedule their home deliveries via email zionacts@zionchurch.org. They will need to leave their information, and someone will contact them to be added to our monthly distribution list.)", ,,,,,,N/A,N/A
358,16185-PART-01,City of Greenbelt Food Pantry,25 Crescent Rd,,Greenbelt,MD,MD Prince George's County,20770,(240) 542-2019,cbatey@greenbeltmd.gov,Non-TEFAP,39.000501,-76.877449,2026-04-23 00:00:00,,,,,,,,,,,,,,,,"1:00 PM to 3:00 PM; 3rd of the Month (Note: Greenbelt residency preferred but not required and Food Bank card required.  If you need to register for a card, you can walk up on the day of the event to receive a card.)",No,No," (Note: Greenbelt residency preferred but not required and Food Bank card required.  If you need to register for a card, you can walk up on the day of the event to receive a card.)", ,,,,,,,,,,,,,,,,N/A,N/A
359,18742-PART-01,"FISH of Laurel, Inc.",308 Gorman Ave,,Laurel,MD,MD Prince George's County,20707,(240) 547-9013,linda@fishoflaurel.org,TEFAP Available,39.098458,-76.850615,2026-04-13 00:00:00,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; Every week (Note: We open at 10:15 AM.),Yes,Yes, (Note: We open at 10:15 AM.), ,,,,,,10:00 AM to 12:30 PM; Every week (Note: We open at 10:15 AM.),Yes,Yes, (Note: We open at 10:15 AM.), ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
360,19865-MOMK-01,MC - Takoma Park,7600 Takoma Ave,,Takoma Park,MD,MD Montgomery County,20912,(240) 567-5000,jennifer.hopkins@montgomerycollege.edu,Non-TEFAP,38.984503,-77.021737,2026-04-15 00:00:00,,,,,,,,,,,2:00 PM to 3:30 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
361,19863-MOMK-01,MC - Rockville,51 Mannakee St,,Rockville,MD,MD Montgomery County,20850,(240) 567-5000,vincent.briley@montgomerycollege.edu,Non-TEFAP,39.09701,-77.159592,2026-04-08 00:00:00,,,,,,,,,,,10:00 AM to 12:00 PM; 2nd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
362,19864-MOMK-01,MC - Germantown,20200 Observation Dr,,Germantown,MD,MD Montgomery County,20876,(240) 567-5000,vincent.briley@montgomerycollege.edu,Non-TEFAP,39.185216,-77.24838,2026-04-01 00:00:00,,,,,,,,,,,10:00 AM to 12:00 PM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
363,19809-PART-01,First African Methodist Episcopal Church of Gaithersburg,17620 Washington Grove Lane,,Gaithersburg,MD,MD Montgomery County,20877,(240) 632-9760,vanettalbrice@gmail.com,Non-TEFAP,39.1453512,-77.1747169,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,"2:00 PM to 4:00 PM; 1st of the Month
2:00 PM to 4:00 PM; 1st of the Month",No,No,"
"," 
 ",,,,,,N/A,N/A
364,19739-PART-01,Victory Christian Ministries,3911 St Barnabas Road,,Suitland,MD,MD Prince George's County,20746,(240) 638-6274,tkeys@vcmi.org,Non-TEFAP,38.836061,-76.942178,1970-01-01 00:00:46,,,,,,,,,,,,,,,,12:00 PM to 1:00 PM; Every week,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
365,16660-PART-01,Washington Spanish SDA Church,12604 New Hampshire Avenue,,Silver Spring,MD,MD Montgomery County,20904,(240) 638-7086,fatimaservices@hotmail.com,Non-TEFAP,39.062225,-76.999431,2026-04-07 00:00:00,,,,,,4:00 PM to 6:00 PM; 1st and 3rd of the Month (Note: Everybody is welcome.),No,No, (Note: Everybody is welcome.), ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
366,18475-MOMK-01,Kentland Community Center,2413 Pinebrook Rd,,Landover,MD,MD Prince George's County,20785,(240) 643-9397,lenora.harper@verizon.net,Non-TEFAP,38.923751,-76.894012,1970-01-01 00:00:46,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
367,16380-MOMK-01,Brotherhood of the Cross and Star,6001 Georgia Ave NW,,Washington,DC,DC Ward 4,20011,(240) 660-7979,genvision@yahoo.com,Non-TEFAP,38.963133,-77.027413,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; 2nd of the Month,No,No,, ,,,,,,,,,,,N/A,N/A
368,21755-PART-02,Kingdom Cares Center,11700 Beltsville Drive,,Beltsville,MD,MD Prince George's County,20705,(240) 707-1085,revsmith@kingdom.global,Non-TEFAP,39.049883,-76.938913,2026-04-15 00:00:00,,,,,,"8:00 AM to 3:00 PM; Every week (Note: This is a fresh food market open to the Prince George's County residents, four days a week. It’s located at 11700 Beltsville Drive, Beltsville, MD 20705. Visitors may need to enter the parking lot and park in any available space.)",Yes,No," (Note: This is a fresh food market open to the Prince George's County residents, four days a week. It’s located at 11700 Beltsville Drive, Beltsville, MD 20705. Visitors may need to enter the parking lot and park in any available space.)", ,,,,,,"8:00 AM to 3:00 PM; Every week (Note: This is a fresh food market open to the Prince George's County residents, four days a week. It’s located at 11700 Beltsville Drive, Beltsville, MD 20705. Visitors may need to enter the parking lot and park in any available space.)",Yes,No," (Note: This is a fresh food market open to the Prince George's County residents, four days a week. It’s located at 11700 Beltsville Drive, Beltsville, MD 20705. Visitors may need to enter the parking lot and park in any available space.)", ,"8:00 AM to 2:00 PM; Every week (Note: This is a fresh food market open to the Prince George's County residents, four days a week. It’s located at 11700 Beltsville Drive, Beltsville, MD 20705. Visitors may need to enter the parking lot and park in any available space.)",Yes,No," (Note: This is a fresh food market open to the Prince George's County residents, four days a week. It’s located at 11700 Beltsville Drive, Beltsville, MD 20705. Visitors may need to enter the parking lot and park in any available space.)", ,"8:00 AM to 3:00 PM; Every week (Note: This is a fresh food market open to the public four days a week. It’s located at 11700 Beltsville Drive, Beltsville, MD 20705. Visitors may need to enter the parking lot and park in any available space.)",Yes,No," (Note: This is a fresh food market open to the public four days a week. It’s located at 11700 Beltsville Drive, Beltsville, MD 20705. Visitors may need to enter the parking lot and park in any available space.)", ,,,,,,N/A,N/A
369,15395-PART-01,Adventist Community Services of Greater Washington,501 Sligo Avenue,,Silver Springs,MD,MD Montgomery County,20910,(240) 723-5650,tjseamens@aol.com,TEFAP Available,38.991737,-77.011814,2026-04-14 00:00:00,10:00 AM to 12:00 PM; Every week,Yes,No,, ,10:00 AM to 12:00 PM; Every week,Yes,No,, ,10:00 AM to 12:00 PM; Every week,Yes,No,, ,10:00 AM to 12:00 PM; Every week,Yes,No,, ,,,,,,,,,,,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
370,19814-PART-01,ECWA USA Evangelical Church Winning All,5526 Marlboro Pike,,District Heights,MD,MD Prince George's County,20747,(240) 743-6560,alheabdu@yahoo.com,Non-TEFAP,38.862282,-76.911818,2026-04-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; 1st of the Month,No,No,, ,,,,,,N/A,N/A
371,18385-MOMK-01,Woodland Springs Apartments,6617 Atwood Street,,District Heights,MD,MD Prince George's County,20747,(240) 767-4370,tiffanys@ounceofcare.com,Non-TEFAP,38.861083,-76.89249,2026-04-07 00:00:00,,,,,,9:00 AM to 12:00 PM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
372,19854-PART-01,Living Legends Awards for Service to Humanity,18800 New Hampshire Avenue,,Ashton,MD,MD Montgomery County,20861,(240) 832-1039,doreen@livinglegendsawards.org,Non-TEFAP,39.164274,-77.015876,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00 AM to 3:00 PM; Every Other Week,No,No,, ,N/A,N/A
373,19862-PART-01,The Upcounty Hub Inc,12900 Middlebrook Road Suite 1100,,Germantown,MD,MD Montgomery County,20874,(240) 912-1077,moven@theupcountyhub.org,Non-TEFAP,39.178956,-77.268464,2026-04-07 00:00:00,9:00 AM to 4:00 PM; 2nd of the Month,Yes,No,, ,2:00 PM to 3:00 PM; Every Other Week,No,No,, ,1:00 PM to 2:30 PM; Every week,No,No,, ,"9:00 AM to 4:00 PM; 2nd of the Month
11:00 AM to 1:00 PM; Every week
2:00 PM to 3:00 PM; Every week","Yes
No",No,"

"," 
 
 ","9:00 AM to 4:00 PM; 2nd of the Month
9:00 AM to 10:30 AM; Every week","Yes
No",No,"
"," 
 ",,,,,,,,,,,N/A,N/A
374,22531-PART-01,Gaithersburg HELP,301 Muddy Branch Road,,Gaithersburg,MD,MD Montgomery County,20878,(301) 216-2510,dirfood@gaithersburghelp.org,Non-TEFAP,39.127151,-77.208474,2026-03-24 00:00:00,5:00 PM to 6:30 PM; Every week (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.),Yes,No, (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.), ,5:00 PM to 6:30 PM; Every week (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.),Yes,No, (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.), ,5:00 PM to 6:30 PM; Every week (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.),Yes,No, (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.), ,5:00 PM to 6:30 PM; Every week (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.),Yes,No, (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.), ,5:00 PM to 6:30 PM; Every week (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.),Yes,No, (Note: We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.), ,,,,,,,,,,,N/A,N/A
